origin_stem_word,counterfactual_stem_word,count,origin_word,counterfactual_word
ladi,farmer,1,ladies,farmer
ladi,chef,1,ladies,chef
ladder,wall,1,ladder,wall
labcoat,mask,1,labcoat,mask
lab,trench,1,lab,trench
knive,key,1,knives,keys
knive,finger,1,knives,finger
knit,car,1,knit,car
knife,watch,1,knife,watches
lamp,fenc,1,lamp,fence
lamp,headphon,1,lamp,headphones
lamp,lamp,1,lamp,lamp
landscap,river,1,landscape,river
laptop,floor,1,laptop,floor
laptop,doorway,1,laptop,doorway
laptop,door,1,laptop,door
laptop,couch,1,laptop,couch
laptop,comput,1,laptop,computer
laptop,camera,1,laptop,camera
laptop,beer,1,laptop,beer
laptop,ball,1,laptop,ball
lap,tank,1,lap,tank
lap,stove,1,lap,stove
lane,shop,1,lane,shop
lane,path,1,lane,path
lane,lake,1,lane,lake
landscap,pastur,1,landscape,pasture
lamp,mattress,1,lamp,mattress
landscap,manhattan,1,landscape,Manhattan
landfil,field,1,landfill,field
land,forest,1,land,forest
land,bamboo,1,land,bamboo
lamp,window,1,lamp,window
lamp,tower,1,lamp,tower
lamp,towel,1,lamp,towel
lamp,tabl,1,lamp,table
lamp,sword,1,lamp,sword
lamp,suitcas,1,lamp,suitcase
lamp,sign,1,lamp,sign
lamp,printer,1,lamp,printer
lamp,pole,1,lamp,pole
item,star,1,items,star
item,egg,1,items,eggs
item,chair,1,items,chairs
hill,ocean,1,hill,ocean
hill,lawn,1,hill,lawn
hill,hill,1,hill,hill
hill,highway,1,hill,highway
hill,grass,1,hill,grass
hill,cliff,1,hill,cliff
hill,citi,1,hill,city
hill,car,1,hill,car
highway,villag,1,highway,village
highway,vehicl,1,highway,vehicles
highway,trail,1,highway,trail
highway,street,1,highway,street
highway,hill,1,highway,hill
highway,highway,1,highway,highway
highway,car,1,highway,car
highway,block,1,highway,block
here,wolf,1,HERE,wolf
herd,video,1,herd,video
herd,polic,1,herd,police
herd,calf,1,herd,calf
herb,ham,1,herbs,ham
herb,crust,1,herbs,crust
helmet,photo,1,helmet,photo
helmet,india,1,helmet,India
helmet,hair,1,helmet,hair
helmet,children,1,helmet,children
helmet,car,1,helmet,car
helmet,bike,1,helmet,bike
helmet,bat,1,helmet,bat
heel,boot,1,heels,boots
hill,netherland,1,hill,Netherlands
hill,park,1,hill,park
item,box,1,items,boxes
hill,pastur,1,hill,pasture
homework,someth,1,homework,something
homemad,chicken,1,homemade,chicken
home,tree,1,home,tree
home,stone,1,home,stone
home,seattl,1,home,Seattle
home,post,1,home,post
home,oak,1,home,oak
home,hotel,1,home,hotel
home,church,1,home,church
home,build,1,home,building
home,bathroom,1,home,bathroom
hole,window,1,hole,window
hole,tank,1,hole,tank
holder,peel,1,holder,peel
holder,lid,1,holder,lid
holder,bread,1,holder,Bread
holder,box,1,holder,boxes
hog,cat,1,hogs,cat
hoe,bridg,1,hoe,bridge
hitter,pitcher,1,hitter,pitcher
hitter,kid,1,hitter,kids
hipster,peopl,1,hipsters,people
him,squash,1,him,squash
hillsid,fire,1,hillside,fire
hillsid,field,1,hillside,field
hill,zoo,1,hill,zoo
hill,walmart,1,hill,Walmart
hill,tree,1,hill,tree
hill,rise,1,hill,rise
hearth,shelf,1,hearth,shelf
heart,head,1,hearts,head
heart,bow,1,hearts,bow
heard,famili,1,heard,family
hat,pant,1,hat,pants
hat,mask,1,hat,mask
hat,man,1,hat,man
hat,light,1,hat,lights
hat,leash,1,hat,leash
hat,costum,1,hat,costume
hat,classroom,1,hat,classroom
hat,chair,1,hat,chairs
hat,bow,1,hat,bow
hat,boot,1,hat,boots
hat,blanket,1,hat,blanket
hat,arm,1,hat,arm
harbor,restaur,1,harbor,restaurant
harbor,pool,1,harbor,pool
harbor,field,1,harbor,field
harbor,citi,1,harbor,city
harbor,canal,1,harbor,canal
harbor,boat,1,harbor,boat
har,leash,1,harness,leash
har,helmet,1,harness,helmet
har,costum,1,harness,costume
hanger,field,1,hanger,field
hangar,museum,1,hangar,museum
hangar,market,1,hangar,market
hang,banana,1,hangs,banana
handset,charger,1,handset,charger
handler,babi,1,handlers,baby
handlebar,comput,1,handlebar,computer
handl,spoon,1,handle,spoon
hat,paw,1,hat,paws
hat,pose,1,hat,poses
hat,shoe,1,hat,shoes
head,hand,1,head,hands
heard,coupl,1,heard,couple
headset,hat,1,headset,hat
headphon,woman,1,headphones,woman
headphon,sunglass,1,headphones,sunglasses
headphon,ipad,1,headphones,iPad
headphon,glass,1,headphones,glass
headlight,passeng,1,headlights,PASSENGER
headlight,brake,1,headlights,brakes
head,wooden,1,head,wooden
head,water,1,head,water
head,tongu,1,head,tongue
head,statu,1,head,statue
head,laser,1,head,laser
head,figur,1,head,figure
hat,shoulder,1,hat,shoulder
head,can,1,head,cans
hay,wet,1,hay,wet
hay,water,1,hay,water
hay,snow,1,hay,snow
hay,lunch,1,hay,lunch
hay,cow,1,hay,cows
hay,air,1,hay,air
hawk,bird,1,hawk,bird
hat,vest,1,hat,vest
hat,sword,1,hat,sword
hat,sunglass,1,hat,sunglasses
hat,smile,1,hat,smiling
hat,skirt,1,hat,skirt
honey,jam,1,honey,jam
hook,shelf,1,hook,shelf
horn,male,1,horns,males
hous,wall,1,house,wall
insid,burnt,1,INSIDE,burnt
ingredi,potato,1,ingredients,potatoes
ingredi,food,1,ingredients,food
indoor,wooden,1,indoors,wooden
indoor,space,1,indoors,space
indoor,nearbi,1,indoors,nearby
indoor,ball,1,indoors,ball
indoor,amtrak,1,indoors,Amtrak
individu,protest,1,individuals,protesters
individu,experi,1,individuals,experiment
imag,piec,1,images,piece
imag,lamp,1,images,lamp
imag,clip,1,images,clip
imag,anim,1,images,animal
if,hang,1,ifs,hangs
iceland,iceland,1,Iceland,Iceland
ice,plastic,1,ice,plastic
ice,egg,1,ice,eggs
hydrgen,station,1,hydrgen,station
hydrant,hose,1,hydrant,hose
hybrid,cub,1,hybrid,cubs
hut,tent,1,hut,tent
hut,room,1,hut,room
hut,field,1,hut,field
hurdl,track,1,hurdle,tracks
human,catcher,1,humans,catchers
hug,kiss,1,hug,kisses
howdah,tiger,1,howdah,tiger
hous,window,1,house,window
insid,pen,1,INSIDE,pen
insid,rob,1,INSIDE,robbed
institut,structur,1,institution,structure
iris,flower,1,irises,flower
item,bottl,1,items,bottle
item,bean,1,items,bean
item,appl,1,items,apple
item,anim,1,items,animal
itali,safeti,1,Italy,safety
it,man,1,it,man
it,live,1,it,living
it,child,1,it,childs
island,fish,1,islands,fish
island,end,1,islands,end
island,custom,1,islands,customer
iron,oper,1,iron,operating
iriss,led,1,iriss,LEDs
ipod,umbrella,1,iPod,umbrella
instructor,adult,1,instructor,adults
ipod,amplifi,1,iPod,amplifier
iphon,ipad,1,iPhone,iPad
interst,road,1,interstate,road
intersect,street,1,intersection,street
intersect,station,1,intersection,station
intersect,hous,1,intersection,house
intersect,automobil,1,intersection,automobile
intersect,alley,1,intersection,alley
intersect,accid,1,intersection,accident
interior,island,1,interior,islands
intercept,video,1,interception,video
instrument,tape,1,instrument,tape
instructor,aunt,1,instructor,aunt
hous,wheel,1,house,wheel
hous,tree,1,house,tree
horn,milk,1,horns,milk
hous,shop,1,house,shop
hotdog,piec,1,hotdog,piece
hotdog,meat,1,hotdog,meat
hotdog,hole,1,hotdog,hole
hotdog,custom,1,hotdog,customer
hotdog,burger,1,hotdog,burger
hotdog,beer,1,hotdog,beer
hotdg,veget,1,hotdgs,vegetables
hose,line,1,hose,lines
hose,fire,1,hose,fire
hose,car,1,hose,car
horserac,carriag,1,horserace,carriage
hors,water,1,horse,water
hors,vacat,1,horse,vacation
hors,tree,1,horse,tree
hors,railroad,1,horse,railroad
hors,person,1,horse,person
hors,pedestrian,1,horse,pedestrians
hors,other,1,horse,others
hors,motor,1,horse,Motor
hors,lion,1,horse,lion
hors,hous,1,horse,house
hors,herd,1,horse,herd
hors,ground,1,horse,ground
hors,girl,1,horse,girl
hors,eye,1,horse,eye
hors,cross,1,horse,cross
hors,buddha,1,horse,Buddha
hors,boy,1,horse,boys
hors,bag,1,horse,bag
hotel,basement,1,hotel,basement
hotel,beach,1,hotel,beach
hotel,church,1,hotel,church
hous,cup,1,house,cups
hous,shed,1,house,sheds
hous,school,1,house,school
hous,rock,1,house,rock
hous,pole,1,house,pole
hous,playground,1,house,playground
hous,passeng,1,house,PASSENGER
hous,land,1,house,land
hous,kitchen,1,house,kitchen
hous,hous,1,house,house
hous,hotel,1,house,hotel
hous,hill,1,house,hill
hous,gate,1,house,gate
hous,fire,1,house,fire
hous,church,1,house,church
hotel,confer,1,hotel,conference
hous,car,1,house,car
hous,box,1,house,boxes
hous,book,1,house,book
hous,basement,1,house,basement
hous,aircraft,1,house,aircraft
hotel,waterfal,1,hotel,waterfall
hotel,train,1,hotel,train
hotel,room,1,hotel,room
hotel,restaur,1,hotel,restaurant
hotel,outdoor,1,hotel,outdoor
hotel,on,1,hotel,on
hotel,offic,1,hotel,office
hotel,hous,1,hotel,house
lift,trailer,1,lift,trailer
light,art,1,lights,art
diaper,hair,1,diaper,hair
milk,juic,1,milk,juice
milk,display,1,milk,displays
milk,coffe,1,milk,coffee
mile,street,1,miles,street
middl,oven,1,middle,oven
microwav,tablet,1,microwave,tablet
microwav,stove,1,microwave,stove
microwav,sink,1,microwave,sink
microwav,room,1,microwave,room
microwav,fireplac,1,microwave,fireplace
microwav,bed,1,microwave,bed
microwav,at,1,microwave,at
microphon,guitar,1,microphone,guitars
microphon,friend,1,microphone,friends
microphon,camera,1,microphone,camera
mice,chair,1,mice,chairs
metro,vintag,1,metro,vintage
metro,shuttl,1,metro,shuttle
metro,freight,1,metro,freight
meter,sign,1,meter,sign
meter,restrict,1,meter,restrictions
meter,peopl,1,meter,people
meter,car,1,meter,car
metal,wooden,1,metal,wooden
metal,tea,1,metal,tea
metal,stone,1,metal,stone
metal,picnic,1,metal,picnic
metal,guard,1,metal,guard
metal,fruit,1,metal,fruit
metal,flag,1,metal,flag
milk,formula,1,milk,formula
milkshak,salad,1,milkshake,salad
monitor,comput,1,monitor,computer
milkshak,water,1,milkshake,water
monitor,cat,1,monitor,cat
mom,women,1,mom,Women
mogul,boulder,1,mogul,boulder
model,woman,1,model,woman
model,plastic,1,model,plastic
model,flip,1,model,flip
mobil,chair,1,mobile,chairs
mob,group,1,mob,group
mixer,carrot,1,mixer,carrot
mitt,bat,1,mitt,bat
mit,helmet,1,mit,helmet
mirror,woman,1,mirror,woman
mirror,tree,1,mirror,tree
mirror,tabl,1,mirror,table
mirror,street,1,mirror,street
mirror,stall,1,mirror,stall
mirror,shot,1,mirror,shots
mirror,plant,1,mirror,plant
mirror,photograph,1,mirror,photograph
mirror,photo,1,mirror,photo
mirror,light,1,mirror,lights
mirror,kitchen,1,mirror,kitchen
mirror,hous,1,mirror,house
mirror,dashboard,1,mirror,dashboard
mirror,bowl,1,mirror,bowl
mirror,bit,1,mirror,bit
mirror,bathroom,1,mirror,bathroom
mint,dull,1,mint,dull
mini,restaur,1,mini,restaurant
metal,coat,1,metal,coat
messi,master,1,messy,master
messag,screen,1,message,screen
mess,walk,1,mess,walk
meat,chip,1,meat,chips
meat,chicken,1,meat,chicken
meat,carrot,1,meat,carrot
meat,biscuit,1,meat,biscuits
meat,bacon,1,meat,bacon
meal,tabl,1,meal,table
meal,steak,1,meal,steak
meal,kiss,1,meal,kisses
meal,chicken,1,meal,chicken
meal,box,1,meal,boxes
meal,beverag,1,meal,beverage
meal,barbecu,1,meal,barbecue
meal,abov,1,meal,above
mattress,mattress,1,mattress,mattress
mattress,floor,1,mattress,floor
mattress,couch,1,mattress,couch
mattress,cloth,1,mattress,clothes
materi,gold,1,material,gold
materi,bag,1,material,bag
match,lesson,1,match,lesson
match,cigarett,1,match,cigarette
mat,outsid,1,mats,outside
mat,leash,1,mats,leash
mat,hous,1,mats,house
mat,couch,1,mats,couch
mat,beach,1,mats,beach
mast,seattl,1,mast,Seattle
mask,hat,1,mask,hat
mascot,dog,1,mascot,dogs
meat,fri,1,meat,fries
meat,grass,1,meat,grass
meat,ham,1,meat,ham
men,custom,1,men,customer
mess,pile,1,mess,pile
mess,face,1,mess,face
mess,closet,1,mess,closet
merchandis,book,1,merchandise,book
men,tv,1,men,TV
men,teen,1,men,teens
men,sheep,1,men,sheep
men,passeng,1,men,PASSENGER
men,other,1,men,others
men,ladi,1,men,ladies
men,individu,1,men,individuals
men,girl,1,men,girl
men,dog,1,men,dogs
men,cow,1,men,cows
meat,mac,1,meat,mac
men,coupl,1,men,couple
men,chair,1,men,chairs
men,car,1,men,car
men,banana,1,men,banana
member,trophi,1,members,trophy
meet,lunch,1,meeting,lunch
meet,live,1,meeting,living
medal,stone,1,medal,stone
meatbal,chicken,1,meatball,chicken
meat,salad,1,meat,salad
meat,rice,1,meat,rice
meat,potato,1,meat,potatoes
meat,meal,1,meat,meal
monitor,chair,1,monitor,chairs
monitor,consol,1,monitor,consoles
light,background,1,lights,background
mous,desk,1,mouse,desk
mountain,wood,1,mountain,wood
mountain,winter,1,mountain,winter
mountain,water,1,mountain,water
mountain,villag,1,mountain,village
mountain,tractor,1,mountain,tractor
mountain,track,1,mountain,tracks
mountain,town,1,mountain,town
mountain,tiger,1,mountain,tiger
mountain,station,1,mountain,station
mountain,seattl,1,mountain,Seattle
mountain,rock,1,mountain,rock
mountain,river,1,mountain,river
mountain,rice,1,mountain,rice
mountain,pari,1,mountain,Paris
mountain,lighthous,1,mountain,lighthouse
mountain,lift,1,mountain,lift
mountain,lake,1,mountain,lake
mountain,ice,1,mountain,ice
mountain,hous,1,mountain,house
mountain,hill,1,mountain,hill
mountain,gun,1,mountain,guns
mountain,goat,1,mountain,goats
mountain,dock,1,mountain,dock
mountain,car,1,mountain,car
mountain,camera,1,mountain,camera
mountain,bridg,1,mountain,bridge
mountain,beach,1,mountain,beach
mountain,air,1,mountain,air
mound,field,1,mound,field
mous,anim,1,mouse,animal
mous,dozen,1,mouse,dozen
monitor,dog,1,monitor,dogs
mous,held,1,mouse,held
mural,dozen,1,mural,dozen
mummi,mummi,1,mummy,mummy
mum,tree,1,mums,tree
multi,rainbow,1,multi,rainbow
multi,neon,1,multi,neon
multi,dark,1,multi,dark
multi,chocol,1,multi,chocolate
mulch,leav,1,mulch,leaves
mug,tabl,1,mug,table
mug,plate,1,mug,plate
mug,cloth,1,mug,clothes
mug,bowl,1,mug,bowl
muddi,silver,1,muddy,silver
muddi,grass,1,muddy,grass
mud,weed,1,mud,weeds
mud,rain,1,mud,rain
movi,chair,1,movie,chairs
movi,book,1,movie,book
movement,japan,1,movements,Japan
mouth,pocket,1,mouths,pockets
mouth,eye,1,mouths,eye
mouth,arm,1,mouths,arm
mous,window,1,mouse,window
mous,tv,1,mouse,TV
mous,touchscreen,1,mouse,touchscreen
mous,screen,1,mouse,screen
mous,router,1,mouse,router
mous,phone,1,mouse,phone
mous,lion,1,mouse,lion
mound,bench,1,mound,bench
motorist,peopl,1,motorists,people
motorcylc,pant,1,motorcylces,pants
motorcyclist,woman,1,motorcyclists,woman
motion,bed,1,motion,bed
motif,live,1,motif,living
mother,girl,1,mother,girl
mother,giraff,1,mother,giraffe
mother,enclosur,1,mother,enclosure
mother,bear,1,mother,bears
motel,design,1,motel,design
mossi,christma,1,mossy,christmas
mosqu,build,1,mosques,building
mosaic,row,1,mosaic,row
morn,weekend,1,morning,weekend
moon,sun,1,moon,sun
moon,light,1,moon,lights
moon,ground,1,moon,ground
moon,citi,1,moon,city
monorail,train,1,monorail,train
monkey,rabbit,1,monkey,rabbit
monitor,tube,1,monitor,tubes
monitor,tablet,1,monitor,tablet
monitor,tabl,1,monitor,table
monitor,printer,1,monitor,printer
monitor,part,1,monitor,parts
monitor,paper,1,monitor,paper
monitor,mice,1,monitor,mice
monitor,laptop,1,monitor,laptop
monitor,lamp,1,monitor,lamp
monitor,it,1,monitor,it
monitor,horizon,1,monitor,horizon
monitor,headphon,1,monitor,headphones
motion,china,1,motion,China
motocycl,bike,1,motocycles,bike
motor,dozen,1,Motor,dozen
motorcycl,enforc,1,motorcycle,enforced
motorcycl,wind,1,motorcycle,wind
motorcycl,triangular,1,motorcycle,triangular
motorcycl,tree,1,motorcycle,tree
motorcycl,taxi,1,motorcycle,taxi
motorcycl,stick,1,motorcycle,stick
motorcycl,steer,1,motorcycle,steering
motorcycl,soldier,1,motorcycle,soldiers
motorcycl,seat,1,motorcycle,seat
motorcycl,roof,1,motorcycle,roof
motorcycl,passeng,1,motorcycle,PASSENGER
motorcycl,motorcycl,1,motorcycle,motorcycle
motorcycl,lot,1,motorcycle,lots
motorcycl,it,1,motorcycle,it
motorcycl,dog,1,motorcycle,dogs
motor,mountain,1,Motor,mountain
motorcycl,cow,1,motorcycle,cows
motorcycl,camp,1,motorcycle,camp
motorcycl,bu,1,motorcycle,bus
motorcycl,beach,1,motorcycle,beach
motorcycl,bathroom,1,motorcycle,bathroom
motorcycl,back,1,motorcycle,backs
motorcycl,accord,1,motorcycle,Accord
motorbik,truck,1,motorbike,truck
motorbik,motorcycl,1,motorbike,motorcycle
motorbik,eas,1,motorbike,ease
motor,tandem,1,Motor,tandem
motor,road,1,Motor,road
motor,quad,1,Motor,quad
marsh,tree,1,marsh,tree
maroon,hawaiian,1,maroon,Hawaiian
market,window,1,market,window
lot,pond,1,lots,pond
lot,pair,1,lots,pair
lot,motorcycl,1,lots,motorcycle
lot,meter,1,lots,meter
lot,can,1,lots,cans
lot,basket,1,lots,baskets
look,walk,1,look,walk
look,hat,1,look,hat
long,amtrak,1,long,Amtrak
lone,stunt,1,lone,stunt
lone,novic,1,lone,novice
lone,male,1,lone,males
logo,river,1,logo,river
log,wall,1,log,wall
log,stump,1,log,stump
log,stream,1,log,stream
log,snow,1,log,snow
log,rock,1,log,rock
log,road,1,log,road
log,river,1,log,river
log,pond,1,log,pond
log,meat,1,log,meat
log,lot,1,log,lots
achild,woman,1,achild,woman
log,fenc,1,log,fence
log,drink,1,log,drinking
log,bench,1,log,bench
lodg,resort,1,lodge,resort
locomot,car,1,locomotive,car
lock,guy,1,lock,guys
lot,park,1,lots,park
lot,rice,1,lots,rice
market,side,1,market,side
lot,road,1,lots,road
luggag,wood,1,luggage,wood
luggag,weapon,1,luggage,weapon
luggag,vehicl,1,luggage,vehicles
luggag,tv,1,luggage,TV
luggag,snow,1,luggage,snow
luggag,shop,1,luggage,shop
luggag,shoe,1,luggage,shoes
luggag,peopl,1,luggage,people
luggag,paper,1,luggage,paper
luggag,money,1,luggage,money
luggag,jacket,1,luggage,jacket
luggag,groceri,1,luggage,grocery
luggag,grain,1,luggage,grains
luggag,gear,1,luggage,gear
luggag,garbag,1,luggage,garbage
luggag,flower,1,luggage,flower
luggag,flag,1,luggage,flag
luggag,door,1,luggage,door
luggag,disabl,1,luggage,disabilities
luggag,debri,1,luggage,debris
luggag,cloth,1,luggage,clothes
luggag,chip,1,luggage,chips
luggag,camera,1,luggage,camera
luggag,book,1,luggage,book
luggag,bench,1,luggage,bench
loung,lawn,1,lounge,lawn
loung,bakeri,1,lounge,bakery
lot,warehous,1,lots,warehouse
lot,structur,1,lots,structure
loan,area,1,loan,area
llama,field,1,llama,field
llama,brown,1,llama,brown
livestock,school,1,livestock,school
light,vaniti,1,lights,vanity
light,tree,1,lights,tree
light,station,1,lights,station
light,smoke,1,lights,smoking
light,sink,1,lights,sink
light,photo,1,lights,photo
light,peopl,1,lights,people
light,passeng,1,lights,PASSENGER
light,parti,1,lights,party
light,ocean,1,lights,ocean
light,name,1,lights,name
light,man,1,lights,man
light,lot,1,lights,lots
light,light,1,lights,lights
light,jam,1,lights,jam
light,hous,1,lights,house
light,hat,1,lights,hat
light,flower,1,lights,flower
light,flag,1,lights,flag
light,fire,1,lights,fire
light,finish,1,lights,finish
light,engin,1,lights,engine
light,elf,1,lights,elf
light,cop,1,lights,cop
light,cloth,1,lights,clothes
light,car,1,lights,car
light,box,1,lights,boxes
light,bell,1,lights,bell
light,balloon,1,lights,balloons
lighthous,background,1,lighthouse,background
lighthous,light,1,lighthouse,lights
lime,pink,1,lime,pink
liquid,blood,1,liquid,blood
livestock,hors,1,livestock,horse
live,theater,1,living,theater
live,read,1,living,reading
live,meet,1,living,meeting
live,guest,1,living,guests
live,dress,1,living,dress
lit,tie,1,lit,tie
lit,concret,1,lit,concrete
lit,beat,1,lit,beat
lit,back,1,lit,backs
list,notebook,1,list,notebook
liquor,beer,1,liquor,beer
liquid,wine,1,liquid,wine
lip,nois,1,lip,noise
line,bag,1,lines,bag
lion,lion,1,lion,lion
link,mail,1,linking,mail
liner,fighter,1,liner,fighter
liner,dress,1,liner,dress
linen,bread,1,linen,Bread
line,window,1,lines,window
line,restaur,1,lines,restaurant
line,pair,1,lines,pair
line,london,1,lines,London
line,group,1,lines,group
line,curb,1,lines,curb
line,camera,1,lines,camera
line,box,1,lines,boxes
luguag,string,1,luguage,string
lunch,fun,1,lunch,fun
lunch,silver,1,lunch,silver
man,grandfath,1,man,grandfather
man,togeth,1,man,together
man,stranger,1,man,stranger
man,store,1,man,store
man,stand,1,man,stands
man,spectat,1,man,spectators
man,son,1,man,son
man,snow,1,man,snow
man,shop,1,man,shop
man,scientist,1,man,scientist
man,rope,1,man,rope
man,robot,1,man,robot
man,rider,1,man,rider
man,protest,1,man,protesters
man,programm,1,man,programmer
man,program,1,man,program
man,printer,1,man,printer
man,priest,1,man,priest
man,policeman,1,man,policeman
man,polic,1,man,police
man,pizza,1,man,pizza
man,pitcher,1,man,pitcher
man,pictur,1,man,picture
man,passeng,1,man,PASSENGER
man,other,1,man,others
man,obama,1,man,Obama
man,kitchen,1,man,kitchen
man,king,1,man,king
man,jacket,1,man,jacket
man,hous,1,man,house
man,tourist,1,man,tourists
man,tree,1,man,tree
man,trunk,1,man,trunks
marin,soldier,1,marine,soldiers
market,play,1,market,playing
market,groceri,1,market,grocery
market,govern,1,market,government
market,field,1,market,field
market,box,1,market,boxes
market,bathroom,1,market,bathroom
market,banana,1,market,banana
market,backpack,1,market,backpack
marker,vehicl,1,markers,vehicles
marker,object,1,markers,object
marker,light,1,markers,lights
mark,tree,1,markings,tree
marina,pier,1,marina,pier
marin,man,1,marine,man
man,vendor,1,man,vendor
mari,birth,1,mary,birth
marathon,road,1,marathon,road
map,display,1,map,displays
map,cross,1,map,cross
map,block,1,map,block
mantl,shelf,1,mantle,shelf
mango,lemon,1,mango,lemon
mango,appl,1,mango,apple
maneuv,water,1,maneuver,water
man,worker,1,man,workers
man,wife,1,man,wife
man,web,1,man,web
man,waitress,1,man,waitress
man,helmet,1,man,helmet
man,gorilla,1,man,gorilla
lunch,soup,1,lunch,Soup
man,glass,1,man,glass
male,man,1,males,man
male,girl,1,males,girl
male,friend,1,males,friends
male,child,1,males,childs
male,california,1,males,California
makeup,hair,1,makeup,hair
makeshift,downstair,1,makeshift,downstairs
mail,phone,1,mail,phone
mail,passeng,1,mail,PASSENGER
magnet,space,1,magnets,space
magnet,recip,1,magnets,recipe
magnet,plastic,1,magnets,plastic
magnet,newspap,1,magnets,newspapers
magnet,document,1,magnets,documents
magazin,paper,1,magazines,paper
magazin,door,1,magazines,door
machineri,item,1,machinery,items
machineri,flour,1,machinery,flour
machin,vendor,1,machine,vendor
machin,pool,1,machine,pool
machin,farmer,1,machine,farmer
machin,death,1,machine,death
machin,cow,1,machine,cows
machin,box,1,machine,boxes
machin,barrel,1,machine,barrel
machin,bar,1,machine,bar
luncheon,confer,1,luncheon,conference
lunchbox,menu,1,lunchbox,menu
lunch,wooden,1,lunch,wooden
male,profession,1,males,Professional
male,sit,1,males,sits
male,waiter,1,males,waiter
man,cleaner,1,man,cleaner
man,game,1,man,game
man,famili,1,man,family
man,face,1,man,face
man,employe,1,man,employee
man,dress,1,man,dress
man,donkey,1,man,donkey
man,daughter,1,man,daughter
man,cyclist,1,man,cyclist
man,crowd,1,man,crowd
man,cowboy,1,man,cowboy
man,cow,1,man,cows
man,coupl,1,man,couple
man,come,1,man,come
man,charact,1,man,character
man,anoth,1,man,another
man,catcher,1,man,catchers
man,cart,1,man,cart
man,camera,1,man,camera
man,calf,1,man,calf
man,cake,1,man,cake
man,button,1,man,buttons
man,bull,1,man,bull
man,blue,1,man,blue
man,bird,1,man,bird
man,bear,1,man,bears
man,bat,1,man,bat
man,babi,1,man,baby
man,area,1,man,area
handl,sea,1,handle,sea
handl,pink,1,handle,pink
handl,heart,1,handle,hearts
eye,stripe,1,eye,stripes
eye,ear,1,eye,ear
extinguish,alarm,1,extinguisher,alarm
exposit,event,1,exposition,event
expo,passeng,1,expo,PASSENGER
explor,cream,1,explorer,cream
exit,border,1,exit,border
exhibit,pool,1,exhibit,pool
exhibit,offic,1,exhibit,office
exhibit,movi,1,exhibit,movie
exhibit,enclosur,1,exhibit,enclosure
excit,movement,1,excitement,movements
everyth,chees,1,Everything,cheese
event,even,1,event,evening
event,estat,1,event,estate
event,cafe,1,event,cafe
event,apart,1,event,apartment
event,activ,1,event,activity
even,scene,1,evening,scene
evein,summer,1,eveining,summer
esplanad,display,1,esplanade,displays
escal,eleph,1,escalator,elephant
equip,train,1,equipment,train
equip,tractor,1,equipment,tractor
equip,paper,1,equipment,paper
equip,monitor,1,equipment,monitor
equip,mask,1,equipment,mask
equip,goggl,1,equipment,goggles
equip,chees,1,equipment,cheese
equip,blood,1,equipment,blood
eye,face,1,eye,face
eye,tower,1,eye,tower
farm,exercis,1,farm,exercises
eye,wig,1,eye,wig
fan,microphon,1,fan,microphone
fan,light,1,fan,lights
fan,glove,1,fan,glove
fan,design,1,fan,design
famili,women,1,family,Women
famili,vintag,1,family,vintage
famili,pictur,1,family,picture
famili,pair,1,family,pair
famili,flock,1,family,flock
famili,coupl,1,family,couple
famili,children,1,family,children
fake,hospit,1,fake,hospital
fake,blue,1,fake,blue
fair,night,1,fair,night
fair,bar,1,fair,bar
factori,kitchen,1,factory,kitchen
face,timer,1,face,timer
face,tail,1,face,tail
face,speaker,1,face,speaker
face,paw,1,face,paws
face,muzzl,1,face,muzzle
face,man,1,face,man
face,hand,1,face,hands
face,frog,1,face,frog
face,circl,1,face,circle
face,arrow,1,face,arrow
face,angu,1,face,Angus
fabric,flower,1,fabric,flower
fabric,cake,1,fabric,cake
envelop,view,1,enveloping,view
entranc,altar,1,entrance,altar
engin,track,1,engine,tracks
engin,roof,1,engine,roof
egret,crab,1,egrets,crab
egg,veget,1,eggs,vegetables
egg,sausag,1,eggs,sausage
egg,milk,1,eggs,milk
egg,meat,1,eggs,meat
egg,food,1,eggs,food
egg,butter,1,eggs,butter
egg,appl,1,eggs,apple
effici,london,1,efficiency,London
edg,way,1,edges,way
edg,light,1,edges,lights
edg,half,1,edges,half
edg,chees,1,edges,cheese
eat,smoke,1,eating,smoking
eat,smile,1,eating,smiling
eat,pull,1,eating,pull
eat,kept,1,eating,kept
eat,farm,1,eating,farm
eat,drink,1,eating,drinking
eat,cri,1,eating,crying
ear,tongu,1,ear,tongue
ear,pocket,1,ear,pockets
ear,mouth,1,ear,mouths
ear,head,1,ear,head
ear,bodi,1,ear,body
ear,bear,1,ear,bears
dwell,tree,1,dwelling,tree
dwell,restaur,1,dwelling,restaurant
dvd,cd,1,DVD,CD
elder,friend,1,elders,friends
electron,book,1,electronics,book
electron,phone,1,electronics,phone
emerg,fish,1,emerges,fish
engin,passeng,1,engine,PASSENGER
engin,light,1,engine,lights
engin,hood,1,engine,hood
engin,carriag,1,engine,carriage
enclosur,herd,1,enclosure,herd
enclosur,exhibit,1,enclosure,exhibit
enclosur,egg,1,enclosure,eggs
enclosur,barn,1,enclosure,barn
enclosur,arena,1,enclosure,arena
enclosur,area,1,enclosure,area
enclosur,alley,1,enclosure,alley
encloseur,cage,1,encloseur,cage
