original_stem_word,counterfactual_stem_word,count
jump,hill,1
cat,cover,1
item,bottl,1
jump,turn,1
intersect,hous,1
indoor,wooden,1
ingredi,food,1
cat,mous,1
insid,rob,1
cat,man,1
instructor,aunt,1
instrument,tape,1
intercept,video,1
interior,island,1
cat,keyboard,1
intersect,airport,1
intersect,automobil,1
intersect,station,1
item,bean,1
intersect,street,1
interst,road,1
iphon,blanket,1
ipod,amplifi,1
cat,desk,1
iris,flower,1
iriss,led,1
iron,oper,1
island,end,1
it,child,1
it,man,1
itali,safeti,1
jump,race,1
jungl,desert,1
knife,pumpkin,1
kite,california,1
kitchen,build,1
kitchen,cabin,1
kitchen,car,1
kitchen,corner,1
carrot,meat,1
kitchen,fireplac,1
carrot,gun,1
kitchen,hous,1
kitchen,open,1
carrot,carrot,1
kitchen,restaur,1
kitchen,space,1
kite,flag,1
kitchen,apart,1
kite,helicopt,1
carrot,banana,1
carriag,trailer,1
kite,toy,1
kite,tree,1
kitten,boy,1
kitten,cat,1
carriag,saddl,1
knee,car,1
carriag,man,1
carpet,wall,1
knife,mug,1
carrot,plate,1
carrot,word,1
cart,tunnel,1
cart,leash,1
junki,park,1
kettl,tabl,1
key,chair,1
cart,truck,1
keyboard,flower,1
keyboard,laptop,1
cart,stall,1
cart,smoke,1
keyboard,printer,1
cart,shelf,1
keyboard,screen,1
cart,runway,1
kid,dog,1
kit,anim,1
kid,dude,1
cart,chair,1
kid,guy,1
kid,man,1
cart,buggi,1
kid,peopl,1
kid,photo,1
kid,pitcher,1
kid,teenag,1
kid,women,1
kind,box,1
cart,bag,1
car,cow,1
liquor,beer,1
motor,dozen,1
list,notebook,1
meal,sandwich,1
meal,soup,1
meal,steak,1
meal,tabl,1
meat,bacon,1
meat,grass,1
cake,glass,1
meat,salad,1
medal,stone,1
cake,flower,1
men,coupl,1
cake,drink,1
cake,day,1
men,other,1
men,passeng,1
cake,cloth,1
men,teen,1
men,tv,1
cake,chees,1
mess,face,1
mess,pile,1
mess,walk,1
messi,master,1
metal,coat,1
metal,flag,1
metal,guard,1
metal,tea,1
cake,parti,1
cake,pizza,1
cake,ring,1
marsh,tree,1
map,display,1
map,tabl,1
marathon,road,1
cake,street,1
marin,soldier,1
cake,someth,1
marker,light,1
marker,object,1
market,backpack,1
market,banana,1
market,govern,1
market,supermarket,1
mascot,dog,1
mattress,floor,1
mask,hat,1
mast,seattl,1
mat,beach,1
mat,couch,1
mat,hous,1
cake,sit,1
mat,outsid,1
cake,set,1
match,lesson,1
cake,sandwich,1
mattress,cloth,1
mattress,couch,1
cake,canopi,1
meter,car,1
cake,candl,1
cabinet,shelf,1
model,plastic,1
model,woman,1
mogul,boulder,1
mom,women,1
monitor,chair,1
caboos,stop,1
monitor,dog,1
monitor,headphon,1
cabl,polic,1
cabinetflow,cabinet,1
cabinet,sink,1
monitor,tabl,1
monitor,tube,1
mobil,chair,1
cabinet,room,1
cabinet,light,1
moon,sun,1
morn,weekend,1
mosaic,row,1
mosqu,build,1
motel,design,1
mother,bear,1
mother,giraff,1
cabinet,laundri,1
motion,china,1
cabinet,floor,1
model,flip,1
mob,group,1
cake,cake,1
mint,dull,1
cake,bread,1
cake,bar,1
metro,shuttl,1
cage,window,1
microphon,camera,1
microphon,friend,1
microphon,guitar,1
microwav,bed,1
microwav,pizza,1
cage,stall,1
milk,formula,1
mini,restaur,1
mirror,bit,1
mit,helmet,1
mirror,bowl,1
mirror,desk,1
mirror,kitchen,1
mirror,light,1
mirror,mirror,1
mirror,photo,1
mirror,plant,1
mirror,shot,1
mirror,stall,1
cafeteria,kitchen,1
mirror,tub,1
mirror,woman,1
mantl,shelf,1
mango,lemon,1
mango,appl,1
luggag,tv,1
luggag,car,1
canva,night,1
luggag,debri,1
canva,bamboo,1
luggag,gear,1
luggag,groceri,1
luggag,jacket,1
luggag,paper,1
luggag,shoe,1
luggag,shop,1
luggag,snow,1
canopi,tree,1
luggag,weapon,1
luggag,book,1
lunch,soup,1
lunch,wooden,1
canopi,towel,1
luncheon,confer,1
machin,box,1
machin,cow,1
machin,farmer,1
machin,pool,1
canopi,car,1
machineri,flour,1
machineri,item,1
magnet,space,1
luggag,camera,1
loung,lawn,1
cano,dock,1
log,road,1
lit,beat,1
lit,tie,1
live,confer,1
car,car,1
live,dress,1
live,guest,1
live,theater,1
livestock,school,1
loan,area,1
lodg,resort,1
log,drink,1
car,bridg,1
log,stump,1
loung,bakeri,1
car,bench,1
log,wall,1
lone,male,1
lone,novic,1
long,amtrak,1
look,hat,1
lot,basket,1
car,back,1
lot,meter,1
cap,bat,1
lot,pond,1
lot,warehous,1
mail,phone,1
male,california,1
man,web,1
camera,chair,1
camera,road,1
camera,poster,1
man,hous,1
man,jacket,1
camera,nose,1
man,king,1
camera,hand,1
man,model,1
man,other,1
camera,finger,1
camera,door,1
camera,desk,1
camera,cardboard,1
man,fisherman,1
man,priest,1
man,program,1
man,programm,1
man,protest,1
camera,car,1
man,robot,1
man,shop,1
calico,hous,1
calico,homeless,1
man,trunk,1
man,vendor,1
calf,river,1
camera,screen,1
camera,sky,1
male,child,1
man,bull,1
candl,top,1
male,man,1
candl,strawberri,1
male,peopl,1
male,sit,1
candl,flower,1
male,waiter,1
male,woman,1
man,babi,1
man,bird,1
man,blue,1
candl,door,1
man,button,1
man,famili,1
candl,cigarett,1
man,cart,1
camera,window,1
camera,user,1
camera,tree,1
man,cleaner,1
camera,tabl,1
man,coupl,1
man,cow,1
man,dog,1
man,donkey,1
man,dress,1
lot,motorcycl,1
